order_id,ts,fill_price,fill_qty,fees,liquidity_flag
strat-QQQ-SHORT-2025-07-01T20:00:00+00:00,2025-07-02T20:00:00+00:00,546.460425,40,21.858417000000003,
strat-GLD-SHORT-2025-07-01T20:00:00+00:00,2025-07-02T20:00:00+00:00,306.282375,61,18.683224875,
strat-SPY-LONG-2025-08-01T20:00:00+00:00,2025-08-04T20:00:00+00:00,626.051225,13,8.138665925,
strat-QQQ-LONG-2025-08-01T20:00:00+00:00,2025-08-04T20:00:00+00:00,558.4727,14,7.8186178,
strat-GLD-LONG-2025-08-01T20:00:00+00:00,2025-08-04T20:00:00+00:00,309.762475,26,8.05382435,
strat-USO-LONG-2025-08-01T20:00:00+00:00,2025-08-04T20:00:00+00:00,77.8742,514,40.027338799999995,
strat-SPY-SHORT-2025-09-02T20:00:00+00:00,2025-09-03T20:00:00+00:00,640.3551,14,8.964971400000001,
strat-QQQ-SHORT-2025-09-02T20:00:00+00:00,2025-09-03T20:00:00+00:00,566.56005,15,8.49840075,
strat-GLD-SHORT-2025-09-02T20:00:00+00:00,2025-09-03T20:00:00+00:00,324.60645,30,9.7381935,
strat-USO-SHORT-2025-09-02T20:00:00+00:00,2025-09-03T20:00:00+00:00,76.199025,96,7.3151064,
strat-SPY-SHORT-2025-10-01T20:00:00+00:00,2025-10-02T20:00:00+00:00,667.6068,1,0.6676068000000001,
strat-QQQ-SHORT-2025-10-01T20:00:00+00:00,2025-10-02T20:00:00+00:00,603.38775,1,0.60338775,
strat-IWM-LONG-2025-10-01T20:00:00+00:00,2025-10-02T20:00:00+00:00,243.77792499999998,137,33.397575724999996,
strat-TLT-LONG-2025-10-01T20:00:00+00:00,2025-10-02T20:00:00+00:00,89.4631,373,33.3697363,
strat-GLD-SHORT-2025-10-01T20:00:00+00:00,2025-10-02T20:00:00+00:00,355.1499,5,1.7757494999999999,
strat-USO-SHORT-2025-10-01T20:00:00+00:00,2025-10-02T20:00:00+00:00,72.807525,418,30.433545449999997,
strat-QQQ-SHORT-2025-11-03T21:00:00+00:00,2025-11-04T21:00:00+00:00,622.270425,1,0.6222704250000001,
strat-IWM-LONG-2025-11-03T21:00:00+00:00,2025-11-04T21:00:00+00:00,242.66515,1,0.24266515000000002,
strat-TLT-LONG-2025-11-03T21:00:00+00:00,2025-11-04T21:00:00+00:00,90.1047,7,0.6307329,
strat-GLD-SHORT-2025-11-03T21:00:00+00:00,2025-11-04T21:00:00+00:00,366.46155,1,0.36646154999999997,
strat-SPY-LONG-2025-12-01T21:00:00+00:00,2025-12-02T21:00:00+00:00,682.16115,1,0.68216115,
